DCID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,DebtConsolidationAmount,Tenor,CreditHistory,PropertyArea,FacilityStatus
DC006527,Male,Yes,0,Graduate,No,456600,124115,1614500,36,1,Semiurban,Yes
DC006528,Male,Yes,0,Not Graduate,Yes,31135,42665,112500,36,0,Rural,No
DC006529,Male,Yes,1,Graduate,No,456500,124135,1615000,36,1,Semiurban,Yes
DC006530,Male,Yes,1,Graduate,No,456400,124155,1615500,36,1,Semiurban,Yes
DC006531,Male,No,2,Not Graduate,Yes,31165,42635,112800,36,0,Rural,No
DC006532,Male,Yes,3,Graduate,No,456300,124175,1616000,36,1,Semiurban,Yes
DC006533,Male,Yes,0,Not Graduate,Yes,31185,42615,113000,36,0,Rural,No
DC006534,Male,No,3,Graduate,No,456200,124195,1616500,36,1,Semiurban,Yes
DC006535,Male,Yes,0,Graduate,No,456100,124215,1617000,36,1,Semiurban,Yes
DC006536,Male,No,1,Graduate,No,456000,124235,1617500,36,1,Semiurban,Yes
DC006537,Male,Yes,3,Graduate,No,455900,124255,1618000,36,1,Semiurban,Yes
DC006538,Male,Yes,2,Graduate,No,455800,124275,1618500,36,1,Semiurban,Yes
DC006539,Male,Yes,0,Graduate,No,455700,124295,1619000,36,1,Semiurban,Yes
DC006540,Male,Yes,1,Graduate,No,455600,124315,1619500,36,1,Semiurban,Yes
DC006541,Female,Yes,2,Not Graduate,Yes,31265,42535,113800,48,0,Rural,No
DC006542,Male,Yes,0,Graduate,No,455500,124335,1620000,36,1,Semiurban,Yes
DC006543,Male,Yes,0,Graduate,No,455400,124355,1620500,24,1,Semiurban,Yes
DC006544,Male,No,0,Graduate,No,455300,124375,1621000,36,1,Semiurban,Yes
DC006545,Female,Yes,0,Graduate,No,455200,124395,1621500,36,1,Semiurban,Yes
DC006546,Male,No,3,Graduate,No,455100,124415,1622000,36,1,Semiurban,Yes
DC006547,Male,Yes,0,Graduate,No,455000,124435,1622500,36,1,Semiurban,Yes
DC006548,Male,No,0,Graduate,No,454900,124455,1623000,36,1,Semiurban,Yes
DC006549,Male,Yes,1,Graduate,No,454800,124475,1623500,36,1,Semiurban,Yes
DC006550,Female,Yes,2,Graduate,No,454700,124495,1624000,36,1,Semiurban,Yes
DC006551,Male,Yes,1,Graduate,No,454600,124515,1624500,36,1,Semiurban,Yes
DC006552,Male,Yes,0,Graduate,No,454500,124535,1625000,24,1,Semiurban,Yes
DC006553,Male,Yes,3,Graduate,No,454400,124555,1625500,36,1,Semiurban,Yes
DC006554,Male,No,1,Not Graduate,Yes,31395,42405,115100,36,0,Rural,No
DC006555,Male,Yes,2,Graduate,No,454300,124575,1626000,36,1,Semiurban,Yes
DC006556,Female,Yes,0,Graduate,No,454200,124595,1626500,18,1,Semiurban,Yes
DC006557,Male,Yes,0,Graduate,No,454100,124615,1627000,24,1,Semiurban,Yes
DC006558,Male,Yes,0,Graduate,No,454000,124635,1627500,18,1,Semiurban,Yes
DC006559,Male,Yes,0,Graduate,No,453900,124655,1628000,36,1,Semiurban,Yes
DC006560,Male,No,0,Not Graduate,Yes,31455,42345,115700,36,0,Rural,No
DC006561,Male,Yes,0,Not Graduate,Yes,31465,42335,115800,36,0,Rural,No
DC006562,Male,No,1,Graduate,No,453800,124675,1628500,36,1,Semiurban,Yes
DC006563,Male,Yes,0,Graduate,No,453700,124695,1629000,36,1,Semiurban,Yes
DC006564,Male,Yes,0,Graduate,No,453600,124715,1629500,36,1,Semiurban,Yes
DC006565,Male,No,2,Graduate,No,453500,124735,1630000,18,1,Semiurban,Yes
DC006566,Male,Yes,2,Not Graduate,Yes,31515,42285,116300,36,0,Rural,No
DC006567,Male,Yes,1,Graduate,No,453400,124755,1630500,36,1,Semiurban,Yes
DC006568,Male,No,0,Graduate,No,453300,124775,1631000,36,1,Semiurban,Yes
DC006569,Female,Yes,0,Graduate,No,453200,124795,1631500,36,1,Semiurban,Yes
DC006570,Male,Yes,3,Not Graduate,Yes,31555,42245,116700,24,0,Rural,No
DC006571,Female,Yes,0,Graduate,No,453100,124815,1632000,36,1,Semiurban,Yes
DC006572,Male,Yes,0,Not Graduate,Yes,31575,42225,116900,36,0,Rural,No
DC006573,Male,Yes,2,Graduate,No,453000,124835,1632500,36,1,Semiurban,Yes
DC006574,Male,No,0,Graduate,No,452900,124855,1633000,36,1,Semiurban,Yes
DC006575,Male,Yes,0,Graduate,No,452800,124875,1633500,24,1,Semiurban,Yes
DC006576,Female,Yes,0,Graduate,No,452700,124895,1634000,36,1,Semiurban,Yes
DC006577,Female,Yes,0,Graduate,No,452600,124915,1634500,36,1,Semiurban,Yes
DC006578,Male,No,2,Graduate,No,452500,124935,1635000,36,1,Semiurban,Yes
DC006579,Male,No,1,Graduate,No,452400,124955,1635500,36,1,Semiurban,Yes
DC006580,Male,Yes,0,Graduate,No,452300,124975,1636000,36,1,Semiurban,Yes
DC006581,Male,Yes,0,Graduate,No,452200,124995,1636500,36,1,Semiurban,Yes
DC006582,Male,Yes,0,Not Graduate,Yes,31675,42125,117900,36,0,Rural,No
DC006583,Male,No,0,Graduate,No,452100,125015,1637000,36,1,Semiurban,Yes
DC006584,Female,Yes,3,Graduate,No,452000,125035,1637500,24,1,Semiurban,Yes
DC006585,Male,Yes,3,Not Graduate,Yes,31705,42095,118200,36,0,Rural,No
DC006586,Male,Yes,0,Graduate,No,451900,125055,1638000,36,1,Semiurban,Yes
DC006587,Male,Yes,2,Graduate,No,451800,125075,1638500,36,1,Semiurban,Yes
DC006588,Male,Yes,2,Graduate,No,451700,125095,1639000,24,1,Semiurban,Yes
DC006589,Male,Yes,2,Graduate,No,451600,125115,1639500,36,1,Semiurban,Yes
DC006590,Male,Yes,0,Graduate,No,451500,125135,1640000,36,1,Semiurban,Yes
DC006591,Male,Yes,0,Graduate,No,451400,125155,1640500,36,1,Semiurban,Yes
DC006592,Male,No,0,Graduate,No,451300,125175,1641000,36,1,Semiurban,Yes
DC006593,Male,Yes,0,Graduate,No,451200,125195,1641500,12,1,Semiurban,Yes
DC006594,Male,No,2,Graduate,No,451100,125215,1642000,36,1,Semiurban,Yes
DC006595,Male,No,0,Not Graduate,Yes,31805,41995,119200,24,0,Rural,No
DC006596,Male,No,0,Graduate,No,451000,125235,1642500,36,1,Semiurban,Yes
DC006597,Male,Yes,0,Not Graduate,Yes,31825,41975,119400,36,0,Rural,No
DC006598,Male,Yes,0,Graduate,No,450900,125255,1643000,24,1,Semiurban,Yes
DC006599,Male,Yes,0,Not Graduate,Yes,31845,41955,119600,36,0,Rural,No
DC006600,Male,Yes,0,Graduate,No,450800,125275,1643500,36,1,Semiurban,Yes
DC006601,Male,Yes,0,Not Graduate,Yes,31865,41935,119800,36,0,Rural,No
DC006602,Male,Yes,1,Graduate,No,450700,125295,1644000,36,1,Semiurban,Yes
DC006603,Male,Yes,3,Graduate,No,450600,125315,1644500,36,1,Semiurban,Yes
DC006604,Female,Yes,1,Graduate,No,450500,125335,1645000,36,1,Semiurban,Yes
DC006605,Male,Yes,0,Not Graduate,Yes,31905,41895,120200,36,0,Rural,No
DC006606,Male,No,0,Not Graduate,Yes,31915,41885,120300,24,0,Rural,No
DC006607,Male,No,0,Graduate,No,450400,125355,1645500,36,1,Semiurban,Yes
DC006608,Male,Yes,0,Graduate,No,450300,125375,1646000,36,1,Semiurban,Yes
DC006609,Male,No,0,Graduate,No,450200,125395,1646500,36,1,Semiurban,Yes
DC006610,Male,No,1,Graduate,No,450100,125415,1647000,36,1,Semiurban,Yes
DC006611,Male,Yes,2,Graduate,No,450000,125435,1647500,36,1,Semiurban,Yes
DC006612,Male,No,0,Graduate,No,449900,125455,1648000,36,1,Semiurban,Yes
DC006613,Male,Yes,0,Graduate,No,449800,125475,1648500,36,1,Semiurban,Yes
DC006614,Male,Yes,0,Graduate,No,449700,125495,1649000,24,1,Semiurban,Yes
DC006615,Female,Yes,0,Graduate,No,449600,125515,1649500,36,1,Semiurban,Yes
DC006616,Male,No,0,Graduate,No,449500,125535,1650000,36,1,Semiurban,Yes
DC006617,Male,No,1,Not Graduate,Yes,32025,41775,121400,36,0,Rural,No
DC006618,Male,No,0,Graduate,No,449400,125555,1650500,36,1,Semiurban,Yes
DC006619,Male,No,0,Graduate,No,449300,125575,1651000,36,1,Semiurban,Yes
DC006620,Male,Yes,1,Graduate,No,449200,125595,1651500,36,1,Semiurban,Yes
DC006621,Male,Yes,2,Graduate,No,449100,125615,1652000,36,1,Semiurban,Yes
DC006622,Male,Yes,0,Not Graduate,Yes,32075,41725,121900,24,0,Rural,No
DC006623,Female,No,0,Graduate,No,449000,125635,1652500,24,1,Semiurban,Yes
DC006624,Male,Yes,1,Graduate,No,448900,125655,1653000,36,1,Semiurban,Yes
DC006625,Male,Yes,0,Graduate,No,448800,125675,1653500,36,1,Semiurban,Yes
DC006626,Male,Yes,0,Graduate,No,448700,125695,1654000,36,1,Semiurban,Yes
DC006627,Male,No,0,Graduate,No,448600,125715,1654500,36,1,Semiurban,Yes
DC006628,Male,Yes,0,Not Graduate,Yes,32135,41665,122500,36,0,Rural,No
DC006629,Male,No,0,Graduate,No,448500,125735,1655000,36,1,Semiurban,Yes
DC006630,Male,No,0,Graduate,No,448400,125755,1655500,36,1,Semiurban,Yes
DC006631,Female,Yes,0,Graduate,No,448300,125775,1656000,36,1,Semiurban,Yes
DC006632,Male,Yes,0,Graduate,No,448200,125795,1656500,36,1,Semiurban,Yes
DC006633,Male,Yes,0,Graduate,No,448100,125815,1657000,36,1,Semiurban,Yes
DC006634,Female,Yes,0,Graduate,No,448000,125835,1657500,36,1,Semiurban,Yes
DC006635,Female,Yes,3,Graduate,No,447900,125855,1658000,36,1,Semiurban,Yes
DC006636,Female,Yes,1,Graduate,No,447800,125875,1658500,36,1,Semiurban,Yes
DC006637,Female,Yes,0,Not Graduate,Yes,32225,41575,123400,36,0,Rural,No
DC006638,Female,Yes,1,Graduate,No,447700,125895,1659000,36,1,Semiurban,Yes
DC006639,Male,Yes,2,Graduate,No,447600,125915,1659500,36,1,Semiurban,Yes
DC006640,Female,Yes,0,Not Graduate,Yes,32255,41545,123700,18,0,Rural,No
DC006641,Male,Yes,2,Graduate,No,447500,125935,1660000,36,1,Semiurban,Yes
DC006642,Male,No,1,Graduate,No,447400,125955,1660500,36,1,Semiurban,Yes
DC006643,Male,Yes,2,Graduate,No,447300,125975,1661000,36,1,Semiurban,Yes
DC006644,Male,No,2,Not Graduate,Yes,32295,41505,124100,18,0,Rural,No
DC006645,Male,Yes,0,Graduate,No,447200,125995,1661500,36,1,Semiurban,Yes
DC006646,Male,Yes,0,Not Graduate,Yes,32315,41485,124300,12,0,Rural,No
DC006647,Male,No,0,Graduate,No,447100,126015,1662000,36,1,Semiurban,Yes
DC006648,Male,Yes,2,Graduate,No,447000,126035,1662500,36,1,Semiurban,Yes
DC006649,Male,Yes,0,Not Graduate,Yes,32345,41455,124600,36,0,Rural,No
DC006650,Female,No,0,Graduate,No,446900,126055,1663000,30,1,Semiurban,Yes
DC006651,Male,Yes,2,Not Graduate,Yes,32365,41435,124800,12,0,Rural,No
DC006652,Male,Yes,0,Graduate,No,446800,126075,1663500,36,1,Semiurban,Yes
DC006653,Male,No,3,Graduate,No,446700,126095,1664000,48,1,Semiurban,Yes
DC006654,Male,No,0,Graduate,No,446600,126115,1664500,36,1,Semiurban,Yes
DC006655,Female,Yes,1,Graduate,No,446500,126135,1665000,36,1,Semiurban,Yes
DC006656,Male,Yes,0,Graduate,No,446400,126155,1665500,30,1,Semiurban,Yes
DC006657,Male,Yes,0,Not Graduate,Yes,32425,41375,125400,36,0,Rural,No
DC006658,Male,No,3,Graduate,No,446300,126175,1666000,36,1,Semiurban,Yes
DC006659,Male,Yes,2,Graduate,No,446200,126195,1666500,36,1,Semiurban,Yes
DC006660,Male,Yes,0,Graduate,No,446100,126215,1667000,36,1,Semiurban,Yes
DC006661,Male,Yes,1,Graduate,No,446000,126235,1667500,36,1,Semiurban,Yes
DC006662,Male,Yes,1,Graduate,No,445900,126255,1668000,24,1,Semiurban,Yes
DC006663,Male,No,3,Graduate,No,445800,126275,1668500,36,1,Semiurban,Yes
DC006664,Male,Yes,0,Not Graduate,Yes,32495,41305,126100,36,0,Rural,No
DC006665,Male,Yes,2,Graduate,No,445700,126295,1669000,36,1,Semiurban,Yes
DC006666,Female,No,2,Graduate,No,445600,126315,1669500,36,1,Semiurban,Yes
DC006667,Male,Yes,2,Graduate,No,445500,126335,1670000,36,1,Semiurban,Yes
DC006668,Female,Yes,1,Graduate,No,445400,126355,1670500,36,1,Semiurban,Yes
DC006669,Male,Yes,2,Graduate,No,445300,126375,1671000,18,1,Semiurban,Yes
DC006670,Male,Yes,0,Not Graduate,Yes,32555,41245,126700,36,0,Rural,No
DC006671,Male,No,3,Graduate,No,445200,126395,1671500,36,1,Semiurban,Yes
DC006672,Male,No,0,Not Graduate,Yes,32575,41225,126900,12,0,Rural,No
DC006673,Male,No,0,Graduate,No,445100,126415,1672000,36,1,Semiurban,Yes
DC006674,Male,Yes,2,Graduate,No,445000,126435,1672500,36,1,Semiurban,Yes
DC006675,Male,Yes,1,Graduate,No,444900,126455,1673000,36,1,Semiurban,Yes
DC006676,Male,Yes,2,Not Graduate,Yes,32615,41185,127300,18,0,Rural,No
DC006677,Male,Yes,1,Graduate,No,444800,126475,1673500,36,1,Semiurban,Yes
DC006678,Male,Yes,2,Not Graduate,Yes,32635,41165,127500,18,0,Rural,No
DC006679,Male,No,0,Graduate,No,444700,126495,1674000,36,1,Semiurban,Yes
DC006680,Male,Yes,0,Graduate,No,444600,126515,1674500,36,1,Semiurban,Yes
DC006681,Male,Yes,1,Graduate,No,444500,126535,1675000,36,1,Semiurban,Yes
DC006682,Female,Yes,0,Graduate,No,444400,126555,1675500,36,1,Semiurban,Yes
DC006683,Male,Yes,0,Graduate,No,444300,126575,1676000,36,1,Semiurban,Yes
DC006684,Male,No,0,Not Graduate,Yes,32695,41105,128100,36,0,Rural,No
DC006685,Male,Yes,1,Graduate,No,444200,126595,1676500,36,1,Semiurban,Yes
DC006686,Male,Yes,0,Not Graduate,Yes,32715,41085,128300,48,0,Rural,No
DC006687,Male,No,0,Graduate,No,444100,126615,1677000,36,1,Semiurban,Yes
DC006688,Male,Yes,1,Graduate,No,444000,126635,1677500,36,1,Semiurban,Yes
DC006689,Male,Yes,0,Not Graduate,Yes,32745,41055,128600,12,0,Rural,No
DC006690,Male,No,0,Graduate,No,443900,126655,1678000,36,1,Semiurban,Yes
DC006691,Male,No,0,Graduate,No,443800,126675,1678500,36,1,Semiurban,Yes
DC006692,Male,Yes,2,Graduate,No,443700,126695,1679000,18,1,Semiurban,Yes
DC006693,Male,Yes,1,Graduate,No,443600,126715,1679500,36,1,Semiurban,Yes
DC006694,Male,Yes,0,Graduate,No,443500,126735,1680000,36,1,Semiurban,Yes
DC006695,Male,Yes,2,Graduate,No,443400,126755,1680500,36,1,Semiurban,Yes
DC006696,Female,No,0,Not Graduate,Yes,32815,40985,129300,36,0,Rural,No
DC006697,Male,Yes,0,Not Graduate,Yes,32825,40975,129400,36,0,Rural,No
DC006698,Female,No,1,Graduate,No,443300,126775,1681000,36,1,Semiurban,Yes
DC006699,Male,No,0,Graduate,No,443200,126795,1681500,36,1,Semiurban,Yes
DC006700,Male,Yes,1,Graduate,No,443100,126815,1682000,36,1,Semiurban,Yes
DC006701,Female,Yes,2,Not Graduate,Yes,32865,40935,129800,36,0,Rural,No
DC006702,Male,No,0,Graduate,No,443000,126835,1682500,36,1,Semiurban,Yes
DC006703,Male,No,0,Graduate,No,442900,126855,1683000,36,1,Semiurban,Yes
DC006704,Female,Yes,3,Graduate,No,442800,126875,1683500,18,1,Semiurban,Yes
DC006705,Male,Yes,2,Graduate,No,442700,126895,1684000,36,1,Semiurban,Yes
DC006706,Female,No,1,Graduate,No,442600,126915,1684500,48,1,Semiurban,Yes
DC006707,Female,No,0,Graduate,No,442500,126935,1685000,36,1,Semiurban,Yes
DC006708,Male,No,0,Graduate,No,442400,126955,1685500,36,1,Semiurban,Yes
DC006709,Male,Yes,2,Graduate,No,442300,126975,1686000,12,1,Semiurban,Yes
DC006710,Female,No,0,Graduate,No,442200,126995,1686500,36,1,Semiurban,Yes
DC006711,Male,Yes,3,Graduate,No,442100,127015,1687000,36,1,Semiurban,Yes
DC006712,Male,Yes,2,Graduate,No,442000,127035,1687500,36,1,Semiurban,Yes
DC006713,Male,Yes,0,Graduate,No,441900,127055,1688000,36,1,Semiurban,Yes
DC006714,Male,No,2,Graduate,No,441800,127075,1688500,36,1,Semiurban,Yes
DC006715,Male,Yes,0,Not Graduate,Yes,33005,40795,131200,36,0,Rural,No
DC006716,Male,Yes,1,Graduate,No,441700,127095,1689000,36,1,Semiurban,Yes
DC006717,Male,No,1,Graduate,No,441600,127115,1689500,36,1,Semiurban,Yes
DC006718,Male,No,0,Graduate,No,441500,127135,1690000,18,1,Semiurban,Yes
DC006719,Male,Yes,0,Graduate,No,441400,127155,1690500,36,1,Semiurban,Yes
DC006720,Female,Yes,3,Graduate,No,441300,127175,1691000,18,1,Semiurban,Yes
DC006721,Male,Yes,2,Graduate,No,441200,127195,1691500,36,1,Semiurban,Yes
DC006722,Male,Yes,1,Graduate,No,441100,127215,1692000,36,1,Semiurban,Yes
DC006723,Male,Yes,0,Graduate,No,441000,127235,1692500,36,1,Semiurban,Yes
DC006724,Male,No,0,Graduate,No,440900,127255,1693000,36,1,Semiurban,Yes
DC006725,Male,Yes,0,Graduate,No,440800,127275,1693500,36,1,Semiurban,Yes
DC006726,Male,No,2,Graduate,No,440700,127295,1694000,36,1,Semiurban,Yes
DC006727,Male,Yes,0,Graduate,No,440600,127315,1694500,36,1,Semiurban,Yes
DC006728,Male,No,3,Graduate,No,440500,127335,1695000,36,1,Semiurban,Yes
DC006729,Female,Yes,1,Not Graduate,Yes,33145,40655,132600,36,0,Rural,No
DC006730,Female,No,0,Graduate,No,440400,127355,1695500,36,1,Semiurban,Yes
DC006731,Male,Yes,1,Graduate,No,440300,127375,1696000,18,1,Semiurban,Yes
DC006732,Female,Yes,1,Graduate,No,440200,127395,1696500,36,1,Semiurban,Yes
DC006733,Male,Yes,0,Graduate,No,440100,127415,1697000,36,1,Semiurban,Yes
DC006734,Male,No,0,Graduate,No,440000,127435,1697500,36,1,Semiurban,Yes
DC006735,Male,Yes,0,Graduate,No,439900,127455,1698000,36,1,Semiurban,Yes
DC006736,Male,Yes,0,Not Graduate,Yes,33215,40585,133300,36,0,Rural,No
DC006737,Male,Yes,0,Graduate,No,439800,127475,1698500,36,1,Semiurban,Yes
DC006738,Male,Yes,0,Graduate,No,439700,127495,1699000,36,1,Semiurban,Yes
DC006739,Male,Yes,2,Graduate,No,439600,127515,1699500,36,1,Semiurban,Yes
DC006740,Male,Yes,1,Graduate,No,439500,127535,1700000,18,1,Semiurban,Yes
DC006741,Male,Yes,1,Graduate,No,439400,127555,1700500,12,1,Semiurban,Yes
DC006742,Male,Yes,0,Graduate,No,439300,127575,1701000,36,1,Semiurban,Yes
DC006743,Male,Yes,0,Graduate,No,439200,127595,1701500,36,1,Semiurban,Yes
DC006744,Male,No,1,Graduate,No,439100,127615,1702000,48,1,Semiurban,Yes
DC006745,Male,Yes,0,Graduate,No,439000,127635,1702500,36,1,Semiurban,Yes
DC006746,Male,Yes,3,Not Graduate,Yes,33315,40485,134300,36,0,Rural,No
DC006747,Male,Yes,0,Not Graduate,Yes,33325,40475,134400,18,0,Rural,No
DC006748,Male,Yes,0,Graduate,No,438900,127655,1703000,36,1,Semiurban,Yes
DC006749,Male,Yes,2,Not Graduate,Yes,33345,40455,134600,36,0,Rural,No
DC006750,Female,Yes,1,Graduate,No,438800,127675,1703500,36,1,Semiurban,Yes
DC006751,Male,Yes,0,Graduate,No,438700,127695,1704000,36,1,Semiurban,Yes
DC006752,Male,Yes,0,Graduate,No,438600,127715,1704500,36,1,Semiurban,Yes
DC006753,Male,Yes,2,Graduate,No,438500,127735,1705000,36,1,Semiurban,Yes
DC006754,Male,No,0,Not Graduate,Yes,33395,40405,135100,48,0,Rural,No
DC006755,Male,Yes,0,Graduate,No,438400,127755,1705500,36,1,Semiurban,Yes
DC006756,Male,No,3,Graduate,No,438300,127775,1706000,36,1,Semiurban,Yes
DC006757,Male,Yes,0,Graduate,No,438200,127795,1706500,18,1,Semiurban,Yes
DC006758,Male,Yes,0,Graduate,No,438100,127815,1707000,36,1,Semiurban,Yes
DC006759,Male,Yes,1,Graduate,No,438000,127835,1707500,36,1,Semiurban,Yes
DC006760,Male,Yes,0,Graduate,No,437900,127855,1708000,36,1,Semiurban,Yes
DC006761,Male,Yes,2,Graduate,No,437800,127875,1708500,30,1,Semiurban,Yes
DC006762,Male,Yes,2,Graduate,No,437700,127895,1709000,36,1,Semiurban,Yes
DC006763,Male,Yes,3,Graduate,No,437600,127915,1709500,18,1,Semiurban,Yes
DC006764,Male,No,2,Not Graduate,Yes,33495,40305,136100,36,0,Rural,No
DC006765,Male,No,0,Graduate,No,437500,127935,1710000,36,1,Semiurban,Yes
DC006766,Male,Yes,1,Not Graduate,Yes,33515,40285,136300,36,0,Rural,No
DC006767,Female,No,0,Graduate,No,437400,127955,1710500,36,1,Semiurban,Yes
DC006768,Male,No,2,Graduate,No,437300,127975,1711000,36,1,Semiurban,Yes
DC006769,Male,Yes,0,Graduate,No,437200,127995,1711500,36,1,Semiurban,Yes
DC006770,Male,No,0,Graduate,No,437100,128015,1712000,36,1,Semiurban,Yes
DC006771,Male,No,1,Not Graduate,Yes,33565,40235,136800,12,0,Rural,No
DC006772,Male,Yes,1,Graduate,No,437000,128035,1712500,36,1,Semiurban,Yes
DC006773,Male,No,1,Graduate,No,436900,128055,1713000,36,1,Semiurban,Yes
DC006774,Male,Yes,0,Not Graduate,Yes,33595,40205,137100,36,0,Rural,No
DC006775,Male,No,0,Graduate,No,436800,128075,1713500,36,1,Semiurban,Yes
DC006776,Male,Yes,2,Not Graduate,Yes,33615,40185,137300,18,0,Rural,No
DC006777,Male,Yes,0,Not Graduate,Yes,33625,40175,137400,36,0,Rural,No
DC006778,Male,Yes,2,Not Graduate,Yes,33635,40165,137500,36,0,Rural,No
DC006779,Female,No,0,Not Graduate,Yes,33645,40155,137600,36,0,Rural,No
DC006780,Female,No,0,Graduate,No,436700,128095,1714000,36,1,Semiurban,Yes
DC006781,Male,No,0,Not Graduate,Yes,33665,40135,137800,36,0,Rural,No
DC006782,Male,No,2,Graduate,No,436600,128115,1714500,36,1,Semiurban,Yes
DC006783,Male,No,2,Graduate,No,436500,128135,1715000,36,1,Semiurban,Yes
DC006784,Male,No,0,Graduate,No,436400,128155,1715500,36,1,Semiurban,Yes
DC006785,Male,Yes,2,Graduate,No,436300,128175,1716000,36,1,Semiurban,Yes
DC006786,Male,Yes,3,Graduate,No,436200,128195,1716500,36,1,Semiurban,Yes
DC006787,Female,Yes,0,Not Graduate,Yes,33725,40075,138400,36,0,Rural,No
DC006788,Female,Yes,3,Graduate,No,436100,128215,1717000,36,1,Semiurban,Yes
DC006789,Male,Yes,0,Not Graduate,Yes,33745,40055,138600,36,0,Rural,No
DC006790,Male,Yes,1,Graduate,No,436000,128235,1717500,36,1,Semiurban,Yes
DC006791,Male,Yes,0,Graduate,No,435900,128255,1718000,36,1,Semiurban,Yes
DC006792,Female,Yes,1,Graduate,No,435800,128275,1718500,36,1,Semiurban,Yes
DC006793,Male,Yes,2,Graduate,No,435700,128295,1719000,36,1,Semiurban,Yes
DC006794,Male,Yes,0,Graduate,No,435600,128315,1719500,36,1,Semiurban,Yes
DC006795,Male,Yes,0,Graduate,No,435500,128335,1720000,36,1,Semiurban,Yes
DC006796,Male,No,3,Graduate,No,435400,128355,1720500,36,1,Semiurban,Yes
DC006797,Male,Yes,1,Graduate,No,435300,128375,1721000,12,1,Semiurban,Yes
DC006798,Male,Yes,2,Graduate,No,435200,128395,1721500,36,1,Semiurban,Yes
DC006799,Male,Yes,0,Graduate,No,435100,128415,1722000,36,1,Semiurban,Yes
DC006800,Male,Yes,2,Not Graduate,Yes,33855,39945,139700,36,0,Rural,No
DC006801,Female,Yes,2,Graduate,No,435000,128435,1722500,36,1,Semiurban,Yes
DC006802,Male,No,3,Graduate,No,434900,128455,1723000,36,1,Semiurban,Yes
DC006803,Male,Yes,2,Graduate,No,434800,128475,1723500,36,1,Semiurban,Yes
DC006804,Male,Yes,0,Graduate,No,434700,128495,1724000,18,1,Semiurban,Yes
DC006805,Male,No,1,Not Graduate,Yes,33905,39895,140200,12,0,Rural,No
DC006806,Male,No,0,Graduate,No,434600,128515,1724500,36,1,Semiurban,Yes
DC006807,Male,Yes,2,Graduate,No,434500,128535,1725000,36,1,Semiurban,Yes
DC006808,Male,Yes,0,Graduate,No,434400,128555,1725500,36,1,Semiurban,Yes
DC006809,Male,Yes,0,Graduate,No,434300,128575,1726000,36,1,Semiurban,Yes
DC006810,Male,No,1,Graduate,No,434200,128595,1726500,36,1,Semiurban,Yes
DC006811,Male,No,1,Graduate,No,434100,128615,1727000,36,1,Semiurban,Yes
DC006812,Male,Yes,1,Graduate,No,434000,128635,1727500,36,1,Semiurban,Yes
DC006813,Male,Yes,0,Graduate,No,433900,128655,1728000,36,1,Semiurban,Yes
DC006814,Female,Yes,0,Not Graduate,Yes,33995,39805,141100,18,0,Rural,No
DC006815,Male,No,2,Graduate,No,433800,128675,1728500,12,1,Semiurban,Yes
DC006816,Male,Yes,0,Graduate,No,433700,128695,1729000,36,1,Semiurban,Yes
DC006817,Male,Yes,2,Not Graduate,Yes,34025,39775,141400,36,0,Rural,No
DC006818,Female,No,0,Graduate,No,433600,128715,1729500,18,1,Semiurban,Yes
DC006819,Female,Yes,0,Graduate,No,433500,128735,1730000,36,1,Semiurban,Yes
DC006820,Male,Yes,0,Not Graduate,Yes,34055,39745,141700,18,0,Rural,No
DC006821,Male,Yes,2,Graduate,No,433400,128755,1730500,48,1,Semiurban,Yes
DC006822,Male,Yes,2,Graduate,No,433300,128775,1731000,36,1,Semiurban,Yes
DC006823,Male,Yes,0,Not Graduate,Yes,34085,39715,142000,36,0,Rural,No
DC006824,Male,No,2,Graduate,No,433200,128795,1731500,36,1,Semiurban,Yes
